"contentPlain","词义辨析","一般将来时","句型","同位语从句","短语辨析","状语从句","定语从句","一般现在时","被动语态","一般过去时","其他","现在进行时","过去分词","过去完成时","形容词","现在完成时","不定代词","不定式","现在分词","主语从句","表语从句","宾语从句","过去进行时","现在完成进行时","情态动词","将来进行时","发音","虚拟语气","过去完成进行时","过去将来时","将来完成时","动名词"
"Alice trusts you, only you can ________ her to give up the foolish idea.A．suggestB．attractC．preferD．persuade","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t always________on others. You should learn to rely on yourself.A．getB．passC．preferD．depend","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When we________, the air goes into our lungs.A．expressB．recycleC．fixD．breathe","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"You have to make a ________ between his toy and that toy.A．demandB．purposeC．choiceD．mistake","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hannah is one of many examples of young people who are________(有作用，有影响) in the world.A．feeling at homeB．keeping away fromC．making a differenceD．ending up","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Don’t respond to any e-mails________(要求) personal information, no matter how official they look.A．requestingB．entitlingC．hatchingD．folding","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"During the Mid-Autumn Festival, families gather to________(欣赏) the moon and enjoy delicious moon cakes.A．admireB．avoidC．collectD．steal","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She has got used to the new________(模式) of family life.A．surfaceB．patternsC．partnerD．pound","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They are constantly revising the dictionary to________changes in language.A．castB．sufferC．reflectD．prevent","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ you start with one small positive thing during your day, you’ll begin to move into a more positive situation.A．Even ifB．In caseC．As long asD．As far as","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When the ________ crisis broke out, the employment rates ________.A．economic; followed in others’ footstepsB．economic; got on their nervesC．economical; stepped into others’ shoesD．economical; were put in motion","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Few things ________ trust more than telling others a friend’s secrets.A．adoptB．destroyC．standD．recognize","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"—How long does it take you to get to work?—________ about twenty minutes.A．ExtremelyB．RarelyC．AwfullyD．Normally","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Events at young ages help to ________ our character in later life.A．passB．reduceC．reviseD．form","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Riding a bike helps develop a child’s sense of ______.A．defenceB．inventionC．balanceD．organization","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"He said that he would not be able to ________home for Christmas due to thestormy weather.A．put itB．appreciate itC．name itD．make it","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It is a must for speech makers to ________what he will present prior to thepresentation.A．overlookB．overcomeC．pretendD．polish","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The experiment was made on the________ that air occupies space.A．reasonB．purposeC．assumptionD．goal","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"They got up very early that morning ______ they wouldn’t miss the first bus.A．in caseB．as ifC．so thatD．even if","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"There are successful examples of cancer patients who have ____ because of proper treatment.A．pulled throughB．died outC．given upD．got through","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"_____ you are a big boy, you should not do things like a baby.A．As ifB．Now thatC．BeforeD．Though","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The lab has recently been updated to allow for more _______ courses.A．committedB．owedC．obeyedD．advanced","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The reason _______ I was late was _______ my car broken down.A．which; thatB．that; whyC．why; whenD．why; that","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"The number of people________in the quake______ more than 40.000A．who was killed, wasB．that was killed, wereC．who were killed, wasD．that were killed,were","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Workers built shelters for survivors________ homes had been destroyed.A．whomB．whoC．thatD．whose","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"We ________ the train, ________ the day before the October Holiday begins.A．are taking; leavingB．will take; leaveC．are taking; leftD．will take; left","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"________ is not unusual for teenagers of your generation________ to computer games and the online world.A．It, to be attractedB．That, attractingC．It, attractingD．That, to be attracted","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"According to her, the reason ________ she was late for school was ________ she had a flat tire. However, we didn’t actually believe the explanation ________ she gave.A．why, that, /B．why, because, thatC．that, that, /D．that, because, that","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"-What are these housewives talking about?-They are discussing whether men are actually _____ to housework or just too lazy.A．relevantB．allergicC．nativeD．accessible","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"She was worried about her son’s physical and ________ developmentsA．metalB．finalC．mentalD．mathematics.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"In the future, more ________ can be made in virtual reality and wearable tech.A．advancesB．developmentsC．replacementsD．solution","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WeChat(微信), as well as telephones ________ an important part in our daily communication.A．are playingB．is playingC．have playedD．play","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"His advantage lies in his ability to ________ with foreigners in EnglishA．debateB．fightC．communicateD．begin","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Not every leisured aristocrat becomes demoralized. The emperor Hirohito, instead of _______ a decadent life, was devoted to marine biology, a field _________he became distinguished.A．slipping into; in whichB．getting hold of; thatC．getting in the way of; whereD．slipping in; of which","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Both moral virtue and intellectual virtue are worthwhile human pursuits, but some scholars _________ the former as a universal need for a healthy civilization.A．advanceB．empathizeC．elevateD．approve","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I’m humbled and grateful for the recognition of the award, but the _________ truly belongs to the amazing vision of the film’s director.A．highlightB．creditC．fortuneD．merit","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All human cultures have their rituals and their diversity can cause clashes between peoples, particularly when the valued rituals of one cultureanother as strange.A．noteB．concernC．fancyD．strike","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beijing opera is considered theof Chinese opera, but actually the language of Beijing opera is not the dialect of Beijing.A．essenceB．concentrationC．outputD．movement","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The club’s reform was postponed for the time being at theof some of the VIP members.A．reminderB．requestC．evaluationD．wish","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"the emphasis on how actors move, Kun operas don’t normally have complicated stage sets.A．DespiteB．GivenC．As forD．Regardless of","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mr. Crossett was madehis teaching because of his poor health and old age.A．give upB．give inC．to give upD．to give in","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"It was in this old school ________ the government built in 1968 ________ he received good education.A．where; whenB．which; thatC．that; whichD．where; which","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I have sent her several letters, ________ she hasn’t replied so far, so I feel a little sad.A．with whichB．in whichC．to whichD．on which","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"When they arrived in Las Vegas, they didn’t know that the city ________ you can see desert all the time is the city of entertainment in the U.S.A．whichB．whenC．whereD．why","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Over-exercising is very dangerous ________ it adds too much burden to the heart.A．even ifB．althoughC．becauseD．unless","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"I still remember the days ________ we spent in the countryside.A．whenB．thatC．in whichD．where","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Study shows that scary movies, easy ________ to weapons and improper Internet games, greatly contribute to campus violence.A．responseB．objectionC．accessD．solution","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The police soon established the murderer’s true ________ and he was quickly caught.A．authorityB．personalityC．dignityD．identity","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
