"contentPlain","幂函数","函数单调性","指数函数","基本不等式","解不等式","函数奇偶性","分段函数","集合的运算","函数图象","函数零点","对数函数","特称（存在性）命题","恒成立问题","函数根分布","函数的概念","三角函数","复合函数","充要条件","容斥原理","集合","导数"
"某灯具商店销售一种节能灯，每件进价8元，每月销售量y（单位：件）与销售价格x（单位：元）之间满足如下关系式：y=-8x+400（20<x≤40且x∈ℕ），则灯具商店每月的最大利润为（）A．2560元  B．3496元  C．3520元  D．3528元","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"某机构研究某地区的流感暴发趋势，发现从确诊第一名患者开始累计时间𝐼(单位：天)与病情暴发系数f(t)之间满足函数关系f(t)=1/1+e^-(2Δt-m)(m.tr为常数)，当f(t)≥0.1时，标志着疫情将要大面积暴发，若不进行任何干预，第50天时，病情暴发系数为0.5.则从确诊第一名患者开始到疫情大面积暴发至少经过天数为（）（参考数据：_1_N_V^|≤_N⟩）A．37  B．40  C．43  D．46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"自然界中许多流体是牛顿流体，其中水、酒精等大多数纯液体、轻质油、低分子化合物溶液以及低速流动的气体等均为牛顿流体；高分子聚合物的浓溶液和悬浮液等一般为非牛顿流体，非牛顿流体在实际生活和生产中有很多广泛的应用，如工业制造业常利用某些高分子聚合物做成“液体防弹衣”，已知牛顿流体符合牛顿黏性定律，即在一定温度和剪切速率范围内黏度值是保持恒定的：t=ηT，其中T为剪切应力，η为黏度，ℑ为剪切速率；而当液体的剪切应力和剪切速率存在非线性关系时液体就称为非牛顿流体．其中宾汉流体（也叫塑性流体），是一种粘塑性材料，是非牛顿流体中比较特殊的一种，其在低应力下表现为刚体，但在高应力下表现为粘性流体（即粘度恒定），以牙膏为例，当我们挤压它的力较小时，它就表现为固体，而当力达到一个临界值，它就会变成流体，从开口流出．如图是测得的某几种液体的流变t-y曲线，则其中属于牙膏和液体防弹衣所用液体的曲线分别是（）A．①和④  B．③和④  C．③和②  D．①和②","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"“相约哈尔滨，逐梦亚冬会”．哈尔滨地铁3号线预计年底全线载客运营，届时，哈尔滨地铁1号线2号线3号线将形成“十字+环线”地铁线网，将为哈尔滨2025年第九届亚冬会的举办提供有力交通保障.通车后，列车的发车时间间隔t（单位：分钟）满足2≤t≤20，经市场调研测算，列车载客量与发车时间间隔相关，当10≤t≤20时列车为满载状态，载客量为500人，当2≤t<10时，载客量会减少，减少的人数与( 10-t )的平方成正比，且发车时间间隔为2分钟时的载客量为372人，则当发车时间间隔为t = 5时，列车的载客量为（）A．410  B．420  C．450  D．480","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"幸福感指数d=S-1/lnN是生活质量的一个评价指标，其中𝖲，N分别表示物质生活指标与精神生活指标.幸福感指数d越大，生活质量越高.如果某人近年的物质生活指标𝖲没有变化，精神生活指标由N_1变为N_2，幸福感指数由3提高到5，则（）A．  3N_1=5N_2  B．  𝔖 𝔑_1=3N_2  C．  N_1^3=N_2^8  D．  N_1^8=N_2^3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"下列各组函数是同一函数的是（）.A．  f(x)=-x(x+1)  ，  g(x)=-x^2+x  B．  f(x)=x  ，  g(x)=(√(x))^2  C．  f(x)=x-2/x^2-4  ，  g(x)=( x-2 )^0/x+2  D．  f(x)=|x|  ，  g(x)=x^2/|x|","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f( x )=x^2+a x+b( a , b∈𝐑 )的值域为[0,+x x)，关于𝐗̅的不等式f(x)<c的解集为(m,m+2√(6))，则实数𝒞的值是（）A．  𝕆  B．  𝔤^  C．  241  D．  𝒟","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"函数f(x)=|x|+1/x的大致图象是（）A．    B．    C．    D．","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"定义在R上的函数f(x)=x|x|，则不等式f( x^2+3x )+f( x )<0的解集为（）A．  ( -2 , 0 )  B．  ( - ∞, - 4 )∪( 0, + ∞ )  C．  ( - 4,0)  D．  ( - ∞_∘ - 2 ) ∪ ( 0 , + ∞ )","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f( x )=( m^2+m-1 )x^m^2+3m是幂函数，且在( 0 , + x )上单调递增，则m=（）A．  -2  B．  |||  C．  |||  或  -2  D．  -  或  𝒟","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"命题“∃x∈𝐑，χ^2ℑ≻”的否定是（）A．  ∃x∈𝐑  ，  𝔛^2𝔜  B．  ∀ x ∈ℝ  ，  x^2≤x  C．  ∀ x∈ℝ  ，  x^2≤x  D．  ∃x∈𝐑  ，  x^2≤x","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"设全集U=ℝ，A=↑x⌋-5≤x<4↑，B={x|x≥- 2 }，则图中阴影部分表示的集合为（ ）A．  ^i X|x≥4  1/2  B．  ^i X|x≤4 [ 𝔦 ]  C．  | x|x≤- 2   ;  D．  ι x |x>-2   ,","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若Q和∂是两个互不相等的正实数，则“a+b=2”是“log_ab<0”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"若tan(θ+π/3)=2，则sin(2θ+π/6)的值为（）A．  4/5  B．  - u̇/r̅  C．  3/5  D．  - 3/5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知a=log_20.05，b=0.5^1.002，c=2^0.05，则下列判断正确的是（）A．  a<b<c  B．  b<c<a  C．  c<b<a  D．  b<a<c","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"“θ=π/4+2kπ(k∈Z)”是“cosθ=√(2)/2”成立的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"命题“∀x >2，x^2-4>0”的否定是（）A．  ∃x>2  ，  x^2-4<0  B．  ∃x<2  ，  x^2-4≤0  C．  ∃x>2  ，  x^2-4≤0  D．  ∀x≤2  ，  x^2-4>0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"设a>0，b>0，且a+2b=1，则b+a^2+a b/a b（）A．有最小值为  2-√(2)  B．有最小值为  2√(2)-2  C．有最小值为  2+√(2)  D．有最小值为  2+2√(2)","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=2^x-(1/2)^x+1，若f( a^2 )+f(a-2)<2，则实数Q的取值范围是（）A．  (-2,1)  B．  (-1,2)  C．  (-∞,1)  D．  (-∞, -2)∪(1, +∞)","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知关于x的不等式a x^2+b x+c>0的解集是^k x| 1<x<3}，则不等式b x^2+a x+c≥0的解集是（）A．  [-|,3/4]  B．  [-3/4 , 1]  C．  (-∞, -3/4)∪[1, +∞)  D．  (-∞, - 1)U[3/4 , +∞]","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"对∀ x∈ℝ，[x]表示不超过𝐗̅的最大整数.十八世纪，y=[x]被“数学王子”高斯采用，因此得名为高斯取整函数，则下列命题中的真命题是（）A．  ∀x∈{x|-2≤x≤-1.  ，  [x]=-2  B．  ∃x∈𝐑  ，  x=[ x ]+1  C．函数  y=x-⌈x⌉  （  x∈ℝ  ）的取值集合为  i_δy|0≤y≤1  ,  D．若  ∃t∈ℝ  ，使得  [t^3]=1  ，  [t^4]=2  ，  [t^5]=3  ，…，  [t^n]=n-2  同时成立，则正整数  1  的最大值是5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"若命题：“∃x_0∈ℝ，使得4m x_0^2+4m x_0-3≥0成立”是假命题，则实数Jℳ的取值范围是（）A．  -3<m<0  B．  m>0  或  m<-ℑ  C．  -3<m≤0  D．  m≥0  或  m<-3","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"关于𝐗̅的不等式x^2-( 1+2a )x+2a<0的解集中恰有2个整数，且a<1/2，则实数Q的取值范围是（）A．  {|a|-1≤a<-1/2}  B．  {|a|-1<a<-1/2}  C．  {a|a≤-1/2∖}  D．  {a|a<-1/2∖}","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图，已知矩形𝑈表示全集，𝒜、B̅是𝑈的两个子集，则阴影部分可表示为（）A．  (C_l JA)∩(C_l JB)  B．  (C_l JA)∪(C_l JB)  C．  ( C_UB )∩A  D．  ( C_UA ) ∩B","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设集合M={x|x=m^2-n^2, m,n∈𝐙i，T=∇i |t=2k+1,k∈Z∇i，则“t∈M”是“t∈T”的（）条件．A．充分非必要  B．必要非充分  C．充分必要  D．既非充分又非必要","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"如果a<b<0，那么下列不等式恒成立的为（）．A．  a b>a^2  B．  a b<b^2  C．  1/a+1>1/b+1  D．  -1/a<-1/b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"下列各组函数中，图象不完全相同的是（）.A．  y=√(1-x^2)/|x+2|  和  y=√(1-x^2)/x+2  ；  B．  y=√(x-1)·√(x-2)  和  y=√(x^2-3x^+ 2)  .  C．  y=√(x+3)/√(3-x)  和  y=√(x+1/3-x̅)  D．  y=𝐞^𝐜  ，  x∈ℝ  和   S=𝐜^i  ，  t∈ℕ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知a>0，b>0，则1/a+1/b+2√(a b)的最小值是（）.A．1  B．2  C．  2√(2)  D．4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=x+2a-1, x<0,x^2+2a x+2. x>0在R上单调递增，则Q的取值范围为（）A．  (0,3/2)  B．  [0, 3/2]  C．  ( 0, 1 ]  D．  [0, 1]","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知3cos( α+2β )-2cosα=0，则tanβtan( a+β )=（）A．  𝐒̂  B．  1/5  C．  -S  D．  - 1/5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知𝐗̅，𝐲是两个实数，px^2-2x-3≤0，q:0≤x≤2，则D/是𝒞的().A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"若命题“∀ x∈ℝ，使得x^2+2a x+2a+3>0”为假命题，则实数Q的取值范围（）A．{  a|a<-1  或  a≫3  }  B．  {a|-1≤a≤3}  C．  |a|a<-1}  D．  {a|1 -√(7)/2≤a≤1+√(7)/2}","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"已知关于𝒳的不等式a x^2-x+c>0的解集为{x|-2<x<1}，则函数y=a x^2+x+c的图象为（）A．      B．      C．      D．","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"已知x∈ℝ，则“-|≤x≤2”是“4x-2/x+1≤2”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"下列各组函数中，两个函数是同一函数的是（）A．  f(x)=|x|  与  g(x)=(√(x))^2  B．  f(x)=√(x+2 )  与  g(x)=(x-2)√(x+2/(x-2)^2)  C．  f(x)=x^2/x  与  g(x)=x  D．  f(x)=√(1-x^2)  与  g(x)=√(1+x)·√(1-x)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f(x)={[   1-x^2, (x≤1); |x-2|-1, (x>1) ]..若f(f(2m))≥0，则实数Jℳ的取值范围是（）A．  [-√(2)/2 ,2]∪[3,+∞)  B．  [-√(2)/2 ,2]∪[3/2 , +c]  C．  [-1,2+√(2)/2]  D．  [-1,2+√(2)/2]∪[2,+∞)","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“x y=0”是“x=0”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"已知函数f(x)=2x+4, x≤ax^2+1.x>a在R上单调递增，则实数Q的取值范围是().A．  ( - 1,3 ]  B．  (-∞,3]  C．  [3,+∞)  D．  ( - ∞, - 1 ] ∪ [ 3, + ∞ )","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列各组函数表示同一个函数的是（）A．  y=x^2-9/x-3  ，  y=x+3  B．  y=√(x^2)-1  ，  y=x-1  C．  y=√((x-1)^2)  ，  y=|x-1     D．  y=x^-1  ，  y=-1/x","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知a=log_0.33，b=2^0.2，c=ln2，则Q，∂，𝒞的大小关系为（）A．  b>a>c  B．  b>c>a  C．  c>b>a  D．  c>a>b","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若全集U={ 1,2,3,4,5 ,，A=𝕏|,4,𝕊⊢， B= ⩾ 1,3 ↑，则(C_UA)∪B=.（）A．  |2,3^↓  B．   _i|, 3,4_i  C．  !↑,2,3↑  D．  ℑ,𝔖ℑ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"设全集为U=♯_i-3, - 1, 0, 1, 2♯，集合S=𝔨-3,0,1𝔨，T={-1,2}，则∁_U(S∪T)等于（）.A．  𝒪  B．  ^i-2ℑ  C．  _i-1,2^1  D．  i-3, - 1, 0, 1, 2\","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知正数a,b满足2a+b=2a b，则a+2b的最小值为（）A．  5/2  B．  9/2  C．5  D．9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={x|ln (2-x)<0}，则A=（）A．  (0, 1)  B．  ( -∞, 1 )∪( 2 , +∞ )  C．  ( 1, +𝒟 )  D．  (1,2)","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"若Q是方程x^2-3x+1=0的根，则a^2+α^-2=（）.A．  7+3√(5)/2  B．  7-3√(5)/2  C．7  D．  6√(5)","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)是定义域为R的奇函数，当 x≥0时，f(x)=x(x+2).若f( 3+m^2 )+f( 3m-7 )∼()，则Jℳ的取值范围为（）A．  ( - ∞, - 4 ) ∪ ( 1, + ∞ )  B．  (-4,1)  C．  ( - ∞, - 2 ) ∪ ( 5 , + ∞ )  D．  ( - 2,5)","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若幂函数f(x)的图象经过点(√(2),1/2)，则下列判断正确的是（）A．  f(x)  为偶函数  B．  f(x)  的值域为  ( 0, 1 )  C．方程  f(x)=4  的实根为  ±2  D．  f(x)  在  ( 0 , + x )  上为增函数","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={ 1,2,3 1， B= :3,5 ;，则C=  ;x|x=2a-b ,a∈A,b∈B ^-中的元素个数为（）A．3  B．4  C．5  D．6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=11/√(x-2)，则函数y=f(x)-f(13-x)的定义域为（）A．  2<x<11  B．  [2,11]  C．  (2,15)  D．  (2,11)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"已知danq，tanβ是方程x^2∼2x·3=0的两根，则tan(2α+2β)=（）A．  - Ẇ/3  B．  - λ/λ   C．  3/λ  D．  λ/3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知A={- 1,0, li，B={x| x≥a_i^1，若A^ζ|B=A，则Q的最大值为（）A．  ∂=∑  B．  -  C．0  D．1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列说法正确的有（）个.（1）若函数f(x)=| g(m x^2-m x+2).的定义域为R，则实数JA̅取值范围是(0,8)；（2）若f(x)的定义域为( - 1,2 )，则f(2x-1)的定义域为(-3,3)；（3）关于𝐗̅的不等式a x^2+b x+c>0的解集为( - ∞, - 2 ) ∪ ( 3, + ∞ )，则a+b+c>0.A．  𝔒   B．  𝐥̂  C．  𝒟  D．  3̅","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"已知幂函数f( x )=(9m^2-3) x^m的图象过点(n,-1/m)，则下列说法正确的是（）A．  m=2/3  B．  n=3√(6)/4  C．  f(x)  为偶函数  D．  f(x)  定义域为  |x|x≥0^'","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=2^x-1,0<x<26-x,x≥2，那么不等式f(x)>1的解集为（）A．  (0,1)  B．  ( 1,2 )  C．  ( 1,5)  D．  (2,S)","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知cos(a+π/6)=3/5，则sin( α+2π/3 )=（）A．  3/5  B．  4/5  C．  - 3/5  D．  - u̇/r̅","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知X∋|，则x+25/x-1的最小值为（）.A．10  B．9  C．26  D．11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)的定义域为R，若y=f(x-1)为偶函数，y=f(x-2)为奇函数，则f(2024)=（）A．1  B．0  C．－1  D．－3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知函数f( ( x )=x^3-5x+1，则下列区间中一定包含f(x)零点的是（）.A．  (-2,-1)  B．  ( 0, 1 )  C．  ( -2 , 0 )  D．  ( - 1,0)","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"若tan( α-π )=1/2，则|(|v⃗|/sinh^ε|bv⃗z（）A．  - 1/λ  B．1  C．  -1/2  D．  - 1/λ  或  -1/2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"已知函数f( x )=a x+b/x+1( a,b∈𝐑 )，且f(θ-1)=0，则f(1)=（）A．  -l  B．  |||  C．  -2  D．  𝒟","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"给出下列关系：①-2|∉ℕ^n；②0∉Z；③√(2)∈ℚ；④-3/2∈ℝ；⑤1.21∈ℚ.其中错误的个数是（）A．  |||  B．  𝒟  C．  3̅  D．  λ","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若函数f((x)-x^2-2x+3在区间[m,n](m<n)上的值域为[2,18]，则n^-m的最大值为（）A．2  B．4  C．6  D．8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"已知幂函数f(x)的图象经过点(1/2,8)，则f(x)（）A．为偶函数，且在  ( 0 , + x )  上单调递减  B．为偶函数，且在  ( 0 , + x )  上单调递增  C．为奇函数，且在  ( 0 , + x )  上单调递减  D．为奇函数，且在  ( 0 , + x )  上单调递增","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“-|<x<1”是“𝒳≪𝒵”的（）A．充分不必要条件  B．必要不充分条件  C．充要条件  D．既不充分也不必要条件","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"已知集合A=𝔨-1,0,2𝔨，B= _*0, 1,2 !，则4∪B=（）A．  i.0,2^!  B．  i.0,1,2^3  C．  ^t-1,0,2}  D．  ^t-1,1,0,2}","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知集合A={ 1,2023,a^2} ,B= :2023,a^†，若∁_iB={1}，则a=（）A．0  B．1  C．2  D．0或1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"已知函数f(x)=√(3)sinωx+cosωx (ω>0)的最小正周期为T/λ，则下列说法正确的是（）A．  ω=2  B．  f(x)  关于点  (π,0)  对称  C．将函数  f(x)  的图象向左平移  T/3  个单位长度，得到的函数图象恰好关于  𝐲  轴对称  D．若  f(x)  在区间  [-π/12 , m)  上单调，则实数  Jℳ  的取值范围为  (-∞,π/12)","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"已知X≪ ⌋，则函数y=x+4/x-1（）A．有最小值5  B．有最小值  -4  C．有最大值5  D．有最大值  -τ_3-τ_3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"若不等式a x^2+2a x-3<0对一切实数𝐗̅都成立，则实数Q的取值范围为（）A．  [0,+x x)  B．  [0,3]  C．  [0,3)  D．  (-∞,3]","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"已知全集U=𝐑  ，集合A=uparrow x|x>1，B={x|-2≤x≤3}，则( C_UA ) ∪B=（）A．  [-2,+∞)  B．  [1,+∞)  C．  (-∞,1]  D．  (-∞,3]","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"“X>3”是“x-1|>2”的（）A．充要条件  B．既不充分也不必要条件  C．充分不必要条件  D．必要不充分条件","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
