"contentPlain","基因与核酸","细胞核的结构与功能","蛋白质的结构与功能","脂质的结构与功能","细胞壁结构与功能","细胞基础理论","细胞化学组成基础","生命系统层次理论","实验方法与技术","糖类的结构与功能","细胞渗透与物质运输","细胞的生命历程","细胞器结构与功能","物质运输方式","生物膜系统功能","显微镜使用与成像","酶的作用机制","光合作用机制","ATP与能量代谢","细胞呼吸机制","光合色素与光能捕获","叶绿体结构与功能","能量代谢过程","细胞增殖与分裂","细胞代谢调控","生物学史"
"关于酶的叙述，正确的是（　　）A．酶的本质为蛋白质或RNA  B．酶通过为反应物供能和降低活化能来提高化学反应速率  C．在细胞中，细胞核外没有参与DNA合成的酶  D．酶是由有分泌功能的细胞产生的并且能调节生物体生命活动的有机物","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"色球蓝细菌和小球藻（单细胞植物）在发生水华的水面上的繁殖速度均较快。下列能作为鉴别二者依据的是（　　）A．光照条件下培养观察是否能进行光合作用  B．显微镜下观察是否具有细胞壁和细胞器  C．观察是否具有以核膜为界限的细胞核  D．提取细胞内物质鉴定是否含有DNA","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于生物学研究方法的叙述，错误的是（　　）A．观察细胞质流动和叶绿体可用黑藻叶片进行显微观察  B．制作细胞亚显微结构模型属于物理模型构建  C．分离细胞器时将细胞匀浆置于离心管后，逐渐提高离心速率  D．施莱登和施旺用完全归纳法得出的细胞学说是可靠的","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"乳腺干细胞分裂时线粒体不均等分配，形成的两个子细胞，一个继续保持“干细胞”特征，另一个分化成乳腺组织细胞。与乳腺干细胞相比，乳腺组织细胞代谢需要更多的能量。下列说法正确的是（）A．乳腺组织细胞代谢需要的能量全部来自于线粒体  B．细胞分裂产生的两个子细胞的DNA数目相同  C．获得较少线粒体的子细胞将继续保持“干细胞”特征  D．乳腺干细胞分化为乳腺组织细胞的过程体现了细胞的全能性","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"人体成熟的红细胞经过几个阶段发育而来，各阶段细胞特征如下表。下列叙述错误的是（　　）阶段  阶段1  阶段2  阶段3  阶段4  细胞特征  无血红蛋白，有较强分裂能力  核糖体丰富，开始合成血红蛋白，有分裂能力  核糖体等细胞器逐渐减少，分裂能力减弱  无细胞核，无核糖体等细胞器，血红蛋白含量高，无分裂能力  A．阶段1至阶段4是红细胞分化的过程  B．阶段4的红细胞没有产生ATP的能力  C．阶段4失去分裂能力与红细胞的功能有关  D．核糖体增多有利于红细胞合成较多的血红蛋白","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"冬季是呼吸道疾病的高发期，流感病毒和支原体都可能感染人的呼吸道从而引发肺炎。下列叙述正确的是（　　）A．流感病毒属于生命系统最基本的层次  B．支原体属于生命系统中的细胞和个体层次  C．流感病毒和支原体都需要利用呼吸道细胞的核糖体合成蛋白质  D．肺不能独立进行生命活动，不属于生命系统的层次","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"自然状态下的植物细胞一定含有的细胞结构是（）A．染色体（质）和核糖体  B．纺锤体和中心体  C．细胞壁和细胞膜  D．线粒体和叶绿体","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"帕金森综合征是一种神经退行性疾病，神经元中α-Synuclein蛋白聚积是主要致病因素。研究发现患者普遍存在溶酶体膜蛋白TMEM175变异，如图所示。下列说法错误的是（）A．蛋白TMEM175合成时需先在游离的核糖体上合成  B．溶酶体膜的磷脂双分子层对H  +  具有屏障作用  C．溶酶体膜上的H  +  转运蛋白在转运H  +  时自身构象不需改变  D．蛋白TMEM175发生变异引起溶酶体内酶的活性的降低，导致α-Synuclein蛋白聚积","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"“比较过氧化氢在不同条件下的分解”实验中，4个试管中加入等量过氧化氢溶液后，1号试管不做处理，2号试管置于90℃水浴中加热，3号试管滴2滴FeCl3溶液，4号试管加入2滴肝脏研磨液。下列叙述正确的是（　　）A．除1号试管外，其他3个试管中均有氧气产生  B．FeCl  3  、过氧化氢酶和加热促进过氧化氢分解的原理各不相同  C．每滴FeCl  3  溶液中Fe  3+  的数目远多于每滴肝脏研磨液中的过氧化氢酶，使该实验不严谨  D．本实验中1号试管是空白对照组，2、3、4号试管均属于实验组","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"谷蛋白是水稻细胞中的一种重要蛋白质，初步合成后的谷蛋白被运送至液泡，经液泡加工酶的剪切，转换为成熟型贮藏蛋白并储存在液泡中。研究发现，野生型水稻细胞内高尔基体形成的囊泡膜上有GPA3蛋白，此蛋白在谷蛋白准确运输中起重要的定位作用。突变体水稻的GPA3蛋白异常，谷蛋白被错误运输至细胞膜，过程如图所示。下列相关分析错误的是（）A．运往细胞膜的谷蛋白与液泡内形成的谷蛋白结构相同  B．液泡除调节植物细胞内环境外，还具有储存、加工蛋白质的功能  C．GPA3蛋白异常，囊泡不能准确识别液泡，导致突变体谷蛋白向液泡运输出现障碍  D．GPA3蛋白的形成依次经过了核糖体→内质网→高尔基体","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"细胞衰老后形态结构会发生一系列变化。下列关于衰老细胞的特点及其机制的叙述，正确的是（　　）A．衰老的细胞中线粒体数目并没有明显变化，因此能量供应量不会降低  B．衰老的细胞体积和细胞核体积均减小，这与细胞内水分减少有关  C．辐射可以刺激细胞产生自由基，攻击生物膜、蛋白质等造成细胞衰老  D．若细胞内修复端粒的酶活性升高，则细胞衰老的速度会减慢","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下图是细胞间信息交流的3种方式，以下说法错误的是（）A．甲图表示细胞分泌的物质随血液运输将信息传递给靶细胞  B．乙图表示通过相邻细胞的细胞膜接触进行信息传递  C．丙图表示相邻两植物细胞之间利用通道进行信息传递  D．图中①②③④分别是激素、信号分子、受体和胞间连丝","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"龙血树在《本草纲目》中被誉为“活血圣药”，有消肿止痛、收敛止血的功效。下图为龙血树在不同温度下相关指标的变化曲线（其余条件均相同），下列说法正确的是（　　）A．在光照条件下，30℃环境中龙血树的实际光合速率比25℃环境中小  B．昼夜时间相同且温度不变，P点时龙血树无法正常生长发育  C．30℃时，光照条件下叶肉细胞吸收CO  2  的速率等于3.5mg/h  D．该实验的自变量是温度，因变量是CO  2  的吸收速率或释放速率","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"羊乳营养丰富，是由奶羊乳腺组织生成的含有水、蛋白质、脂肪、乳糖，维生素等多种物质的液体。下列叙述正确的是（）A．奶羊乳腺组织分泌乳蛋白的过程中高尔基体的膜面积会持续减小  B．比较牛乳和羊乳的营养价值大小，可主要关注等量乳品中蛋白质种类的多少  C．乳糖是存在于动物体内的二糖，在植物体内不含有，不能被人体直接吸收  D．维生素D属于胆固醇类，被人体小肠上皮细胞吸收时，不需要与转运蛋白结合","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"我国的“国宝”大熊猫栖息于长江上游海拔2400~3500米的高山竹林中，喜食竹子尤喜嫩茎、竹笋，偶尔食肉。下列有关叙述不正确的是（　　）A．竹林中的空气、阳光等环境因素属于生态系统的一部分  B．高山竹林中的所有大熊猫和所有竹子共同形成了一个群落  C．竹茎、竹叶都属于植物的器官  D．竹林内所有动植物都是由细胞发育而来的","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"结构与功能相适应是生物学的基本观点之一，下列有关叙述错误的是（）A．肌细胞中的线粒体数量多，有利于为肌肉收缩时提供更多能量  B．植物细胞壁具有控制物质进出的功能  C．叶绿体和线粒体以不同的方式增大膜面积，有利于其进行对应的生命活动  D．植物细胞中的液泡与维持细胞的形态有关","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"将红细胞置于低渗溶液中，红细胞吸水膨胀、破裂，释放出内容物，剩下的细胞膜结构称为“血影”。下列叙述正确的是（）A．制备“血影”常采用廉价易得的禽类红细胞  B．细胞膜的主要成分是糖类和蛋白质  C．组成细胞膜的脂质中固醇最丰富  D．功能越复杂的细胞膜，蛋白质的种类和数量就越多","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"糖类和脂肪（油脂）是人体的能源物质，随着运动强度的变化，脂肪与糖类的供能比例如图所示。下列有关叙述正确的是（）A．鉴定脂肪时，用染色剂染色后，需用清水洗去浮色便于观察  B．中等运动强度时，脂肪和糖类的供能比例相同，消耗量也相同  C．脂肪中氢原子较糖类中氢原子多，脂肪中氧原子较糖类中氧原子少  D．随运动强度增强，脂肪可转变为糖类，说明脂肪是主要能源物质","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列四组生物中，细胞结构最相似的是（）A．变形虫、水绵、金针菇  B．烟草、草履虫、大肠杆菌  C．小麦、番茄、大豆  D．酵母菌、念珠蓝细菌、豌豆","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"如图表示发生在动物细胞中的水解反应。下列关于生物大分子和单体的对应关系，正确的是A．淀粉→麦芽糖  B．糖原→葡萄糖  C．蛋白质→核苷酸  D．脂肪→甘油、脂肪酸","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于水和无机盐的叙述，错误的是（）A．生物体内许多化学反应需要自由水的参与，结合水是细胞结构的重要组成部分  B．人体内Na  +  缺乏会引起神经细胞兴奋性降低，体现其对生命活动是必不可少的  C．Mg属于大量元素，可存在于叶绿体的叶绿素中，植物体缺Mg会影响光合作用  D．液泡中水的主要存在形式是与蛋白质、多糖等物质结合成的结合水","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"下列关于胞吞和胞吐的叙述，正确的是（）A．胞吞和胞吐过程对物质不具有选择性  B．胞吞和胞吐过程中存在膜成分的更新  C．胞吐过程中形成的囊泡膜只能来自内质网膜  D．细胞质中的蛋白质可通过胞吞方式进入细胞核","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"某同学以黑藻为材料，在高倍显微镜下观察叶绿体和细胞质的流动，下列有关叙述错误的是（）A．以黑藻叶片为观察细胞质流动的实验材料时，需要对叶片染色  B．黑藻叶片的叶肉细胞中叶绿体大且数量较多，便于观察  C．细胞中叶绿体的形态和分布会随着光照强度和方向的改变而改变  D．植物细胞的细胞质处于不断流动状态有利于加速进行物质交换","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"环境因素或内部因素都有可能影响细胞的物质输入和输出的速率。下列有关叙述正确的是（）A．物质通过通道蛋白的运输速率与能量的供应有关  B．能量供应不足不会影响变形虫对有机颗粒的吞噬  C．细胞内外氧气的浓度差会影响氧气进入红细胞的速率  D．载体蛋白的数量不会影响碘进入甲状腺滤泡上皮细胞的速率","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
